id_devolucao;numero_nf_origem;data_devolucao;valor_devolvido;motivo_devolucao;responsavel;status_devolucao;observacao
DEV-01668;NF-101798;22/11/2025;1673.64;erro pedido;Expedição;Pendente;verificar se abate comissão
DEV-01669;NF-109320;17/12/2025;613,22;qualidade ;Expedição;Confirmada;aguardando NF de entrada
DEV-01670;NF-105950;2026-03-10;726.19;erro pedido;Não definido;Confirmada;
DEV-01671;NF-104419; 15/11/2025 ;37.55;Qualidade;Expedição;Pendente;verificar se abate comissão
DEV-01672;NF-111717;27/12/2025;26.82;Qualidade;Logística;Pendente;lançada no mês seguinte
DEV-01673;NF-106211;;R$ 132,66;Quebra/Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-01674;NF-102134;22/03/2025;1519.98;Avaria;Expedição;Cancelada;devolução parcial
DEV-01675;NF-105097;07/02/2026;39.05;Avaria;Logística;Confirmada;
DEV-01676;NF-102534;12-11-25;83.07;Erro de pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01677;NF-109882;2026-02-24;60.32;Produto divergente;Não definido;confirmada ;devolução parcial
DEV-01678;NF-103269;17/06/2026;211.39;Avaria;Comercial;Confirmada;aguardando NF de entrada
DEV-01679;NF-101341;12-06-26;436.90;Preço/negociação;Não definido;Pendente;aguardando NF de entrada
DEV-01680;NF-102653;2025-11-29;-80.04;Cliente desistiu;Qualidade;Cancelada;lançada no mês seguinte
DEV-01681;NF-111693;09/07/2025;7.04;Produto divergente;Qualidade;Pendente;lançada no mês seguinte
DEV-01682;NF-109030;19/08/2025;R$ 331,91;Cliente desistiu;Não definido;Confirmada;
DEV-01683;NF-105192;25-10-25;2.22;Cliente desistiu;Qualidade;Confirmada;
DEV-01684;NF-108539;21/08/2025;482.60;qualidade ;Expedição;Pendente;aguardando NF de entrada
DEV-01685;NF-105301;20/11/2025; 23.25 ;Cliente desistiu;Cliente;Pendente;
DEV-01686;NF-108814;12/03/2026;125.78;Qualidade;Não definido;Confirmada;
DEV-01687; NF-103179 ;2026-01-05;249,01;Preço/negociação;comercial;Confirmada;
DEV-01688;NF-100752;22/06/26;122.37;Cliente desistiu;Não definido;Confirmada;verificar se abate comissão
DEV-01689;NF-104492;27/07/2025;3.99;Qualidade;Logística;Confirmada;verificar se abate comissão
DEV-01690;NF-102676;22-09-25;237.83;Quebra/Avaria;Qualidade;Cancelada;devolução parcial
DEV-01691;NF-108470;28/12/25;90,19;Qualidade;comercial;Cancelada;devolução parcial
DEV-01692;NF-100459;20/06/2025;118.52;qualidade ;Logística;Confirmada;devolução parcial
DEV-01693;NF-100025;19/11/2025;5.94;Qualidade;Comercial;confirmada ;aguardando NF de entrada
DEV-01694;NF-101358;11-01-26;6,54;Cliente desistiu;Cliente;Confirmada;
DEV-01695;NF-102610;30/03/2025;171.85;Preço/negociação;comercial;Pendente;
DEV-01696;NF-108741;11/01/25;16.13;Preço/negociação;Comercial;Pendente;
DEV-01697;NF-108806;2025-05-09;42.65;Qualidade;Qualidade;Confirmada;lançada no mês seguinte
DEV-01698;NF-109453;22-05-26; 88.51 ;erro pedido;Expedição;confirmada ;verificar se abate comissão
DEV-01699;NF-104771;22/08/2026;64.09;Produto divergente;Expedição;Confirmada;verificar se abate comissão
DEV-01700;NF-101433;05-03-25;45.17;qualidade ;comercial;confirmada ;verificar se abate comissão
DEV-01701;NF-101860;2025-12-26;R$ 105,10;Avaria;comercial;Confirmada;
DEV-01702;NF-110301;16/05/26;32.34;Qualidade;Cliente;confirmada ;devolução parcial
DEV-01703;NF-110508;;4.11;Erro de pedido;comercial;Pendente;verificar se abate comissão
DEV-01704;NF-100756;15-07-25;193.37;Preço/negociação;Comercial;Confirmada;aguardando NF de entrada
DEV-01705;NF-101790;30/04/2025;390,95;Quebra/Avaria;Logística;Confirmada;aguardando NF de entrada
DEV-01706;NF-109876;12/08/2025;215.19;Cliente desistiu;comercial;Cancelada;verificar se abate comissão
DEV-01707;NF-108356;06/07/2025;277.90;qualidade ;Comercial;confirmada ;verificar se abate comissão
DEV-01708;NF-106740;13-05-25;11,10;Preço/negociação;Cliente;Confirmada;
DEV-01709;nf-111995;07/08/2026;146.99;Produto divergente;Cliente;confirmada ;aguardando NF de entrada
DEV-01710;;19/04/2025;123.31;Quebra/Avaria;Qualidade;Confirmada;
DEV-01711;NF-111589;27/10/2025;369,45;qualidade ;Qualidade;Confirmada;verificar se abate comissão
DEV-01712;NF-107248;;11.31;qualidade ;Cliente;Confirmada;verificar se abate comissão
DEV-01713;NF-108020;2026-04-01;11.34;Avaria;comercial;Confirmada;
DEV-01714;NF-102104;18/12/2025;319.57;Qualidade;comercial;Confirmada;verificar se abate comissão
DEV-01715;NF-107758;02/04/2025;18.77;qualidade ;Qualidade;Confirmada;verificar se abate comissão
DEV-01716;NF-110211;01/07/2025;424.62;Erro de pedido;comercial;Confirmada;verificar se abate comissão
DEV-01717;NF-111842;22/09/2025;65.26;Erro de pedido;Comercial;Pendente;
DEV-01718;NF-103542;20/07/2025;0.69;erro pedido;Logística;confirmada ;devolução parcial
DEV-01719;NF-108773;20/11/2025;9.80;Quebra/Avaria;Comercial;Confirmada;verificar se abate comissão
DEV-01720;NF-104943;02/12/2025;238.93;Preço/negociação;Expedição;Cancelada;aguardando NF de entrada
DEV-01721;NF-103143;19/05/2025;789.45;Produto divergente;Comercial;Confirmada;lançada no mês seguinte
DEV-01722;NF-100080;15/03/2025;155.50;Preço/negociação;comercial;Pendente;
DEV-01723;NF-108650;31/05/2025;100.73;Quebra/Avaria;Comercial;Pendente;devolução parcial
DEV-01724;NF-108548;02/11/2025;39.92;qualidade ;comercial;Confirmada;lançada no mês seguinte
DEV-01725;NF-107555;24/06/2025;0.14;Preço/negociação;comercial;confirmada ;verificar se abate comissão
DEV-01726;NF-108257;11/01/2026;195.64;Quebra/Avaria;Comercial;Confirmada;verificar se abate comissão
DEV-01727;NF-103972;08/04/2026;272.80;Qualidade;Comercial;Confirmada;devolução parcial
DEV-01728;NF-101054;16/10/2025;56,45;Preço/negociação;Logística;Pendente;verificar se abate comissão
DEV-01729;NF-105662; 24/08/2025 ;815,82;Produto divergente;Não definido;Confirmada;aguardando NF de entrada
DEV-01730;NF-100327;06/03/2026;83,52;Cliente desistiu;Qualidade;Pendente;aguardando NF de entrada
DEV-01731;NF-101781;28/03/2026;188.88;qualidade ;Expedição;Confirmada;verificar se abate comissão
DEV-01732;NF-101803;2026-07-14;5.44;Avaria;Cliente;Confirmada;
DEV-01733;NF-105704;18/02/2026;22.83;Preço/negociação;comercial;Confirmada;
DEV-01734;NF-111317;2025-03-15; 4.91 ;Quebra/Avaria;Comercial;Confirmada;aguardando NF de entrada
DEV-01735;NF-104744;10-07-26;14.92;Produto divergente;Qualidade;Confirmada;aguardando NF de entrada
DEV-01736;NF-111442;18/05/2025;305.81;Quebra/Avaria;Não definido;Confirmada;verificar se abate comissão
DEV-01737;NF-105212;02-12-25; 6.34 ;Avaria;comercial;confirmada ;
DEV-01738;NF-109126;17/03/2026; 24.95 ;Preço/negociação;Logística;Confirmada;devolução parcial
DEV-01739;NF-102874;2025-03-19;158.65;qualidade ;comercial;Pendente;devolução parcial
DEV-01740;NF-105863;21/05/2025;6.59;qualidade ;comercial;Pendente;verificar se abate comissão
DEV-01741;NF-101833;23/05/2025; 374.91 ;Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-01742;NF-100749;2025-12-17;361,46;Produto divergente;Qualidade;Confirmada;verificar se abate comissão
DEV-01743;NF-108309;19/04/2025; 136.30 ;qualidade ;Comercial;Confirmada;devolução parcial
DEV-01744;NF-104670;04/10/2025;99.06;Qualidade;Não definido;Confirmada;devolução parcial
DEV-01745;NF-101918;21/10/25;R$ 91,02;Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-01746;NF-108252;2025-12-07;R$ 158,18;Qualidade;comercial;Confirmada;aguardando NF de entrada
DEV-01747;NF-111937;28/08/2026;320.76;Preço/negociação;Comercial;confirmada ;devolução parcial
DEV-01748;nf-111333;14/12/2025;223.72;Produto divergente;comercial;Pendente;aguardando NF de entrada
DEV-01749;NF-106733;02/11/2025;188.55;Produto divergente;comercial;confirmada ;lançada no mês seguinte
DEV-01750;NF-107879;08/09/2026;92,58;Quebra/Avaria;Cliente;Cancelada;devolução parcial
DEV-01751;NF-109370;24/01/2026;0.08;Avaria;Logística;Cancelada;aguardando NF de entrada
DEV-01752;NF-101199;06/09/25;3.66;Produto divergente;Não definido;confirmada ;lançada no mês seguinte
DEV-01753;NF-109277;30/06/25;218.03;erro pedido;Não definido;Confirmada;verificar se abate comissão
DEV-01754;NF-106511;15/01/2026;363.74;Quebra/Avaria;Comercial;Pendente;verificar se abate comissão
DEV-01755;NF-109110;03/01/2026;37.06;Preço/negociação;Logística;Cancelada;
DEV-01756;NF-110879;13/02/2025;4.21;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-01757;NF-101734;14-07-25;649.39;Erro de pedido;Cliente;confirmada ;aguardando NF de entrada
DEV-01758;NF-107023;21/02/2026;R$ 64,16;Produto divergente;Qualidade;Cancelada;aguardando NF de entrada
DEV-01759;NF-101500;10/01/2026; 71.38 ;Erro de pedido;Não definido;Confirmada;devolução parcial
DEV-01760;NF-104590;10/04/2026;14.97;Preço/negociação;Comercial;Confirmada;aguardando NF de entrada
DEV-01761; NF-105256 ;2026-04-03;180.91;Qualidade;Não definido;Pendente;
DEV-01762;NF-108846;12-07-25;147,48;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-01763;NF-103088;20-12-25;102.49;Qualidade;Cliente;confirmada ;lançada no mês seguinte
DEV-01764;NF-101543;; 9.17 ;qualidade ;comercial;Confirmada;lançada no mês seguinte
DEV-01765;NF-111463;01/08/2025;19.39;Cliente desistiu;Cliente;Confirmada;devolução parcial
DEV-01766;nf-103307;29-09-25;139.47;Cliente desistiu;Qualidade;Confirmada;devolução parcial
DEV-01767;NF-109888;07/01/2026;R$ 859,59;Avaria;comercial;confirmada ;devolução parcial
DEV-01768;NF-103781;01/03/25;589.22;Avaria;Qualidade;Confirmada;devolução parcial
DEV-01769;NF-109471;21/01/2025; 65.47 ;Erro de pedido;Não definido;Cancelada;aguardando NF de entrada
DEV-01770;NF-111731;27-08-26;70.02;Cliente desistiu;Expedição;confirmada ;devolução parcial
DEV-01771;NF-105644;2026-03-14;77.21;Cliente desistiu;Qualidade;Cancelada;devolução parcial
DEV-01772;NF-107486;18/12/2025;129.28;qualidade ;Comercial;Confirmada;verificar se abate comissão
DEV-01773;NF-100026;25/06/2025; 11.37 ;erro pedido;Comercial;Confirmada;devolução parcial
DEV-01774;NF-110022;24/08/2025;7.86;Produto divergente;Não definido;Pendente;aguardando NF de entrada
DEV-01775;NF-101902;26/04/2025;7.75;erro pedido;Expedição;Cancelada;
DEV-01776;NF-111855;13/12/2025;51.42;Preço/negociação;Cliente;confirmada ;lançada no mês seguinte
DEV-01777;NF-110911;25/11/2025;8.64;erro pedido;Expedição;Confirmada;verificar se abate comissão
DEV-01778;NF-105078;08-05-25;245.74;Quebra/Avaria;Logística;confirmada ;devolução parcial
DEV-01779;NF-103411;27-02-25; 346.30 ;Qualidade;Expedição;Cancelada;lançada no mês seguinte
DEV-01780;NF-105483;2025-09-12;63.04;Erro de pedido;Cliente;Confirmada;lançada no mês seguinte
DEV-01781;NF-103249;26-07-25;0,39;Quebra/Avaria;Qualidade;Cancelada;
DEV-01782;NF-101926;00/01/2026;73,20;Avaria;Qualidade;Confirmada;aguardando NF de entrada
DEV-01783;NF-109420;25/01/2026;R$ 114,32;Quebra/Avaria;Expedição;Confirmada;
DEV-01784;NF-104441;09/10/2025;58.96;Cliente desistiu;Comercial;Cancelada;verificar se abate comissão
DEV-01785;NF-110820;01/11/2025;836.67;Produto divergente;Expedição;Pendente;verificar se abate comissão
DEV-01786;NF-106963;27/08/2025;168.88;qualidade ;Cliente;Cancelada;aguardando NF de entrada
DEV-01787;NF-108639;17/05/2025;18.31;Quebra/Avaria;Comercial;Cancelada;devolução parcial
DEV-01788;NF-106716;22/03/2026;3.25;Produto divergente;Logística;Confirmada;devolução parcial
DEV-01789;NF-103082;19/09/2025;11.78;Avaria;comercial;Confirmada;
DEV-01790;NF-109145;31/01/2026;71.99;Produto divergente;Qualidade;Cancelada;devolução parcial
DEV-01791;NF-100791;2026-05-30;1579.61;Cliente desistiu;comercial;Cancelada;devolução parcial
DEV-01792;NF-111952;2026-06-18;146.85;erro pedido;Comercial;Cancelada;lançada no mês seguinte
DEV-01793;NF-110988;22/04/2026;79.20;Avaria;Cliente;Cancelada;aguardando NF de entrada
DEV-01794;NF-111416;06-09-25;25.56;Qualidade;Não definido;Confirmada;verificar se abate comissão
DEV-01795;NF-108733;14/07/2026;53.67;Cliente desistiu;Cliente;Confirmada;
DEV-01796;NF-111451;05/06/2026;140.60;Preço/negociação;comercial;Confirmada;aguardando NF de entrada
DEV-01797;NF-107855;;3.24;Avaria;Não definido;Confirmada;
DEV-01798;NF-108243;26/08/2025;644.25;erro pedido;Cliente;Confirmada;
DEV-01799;NF-107682; 04/02/2025 ;71,57;Preço/negociação;Expedição;Confirmada;aguardando NF de entrada
DEV-01800;NF-104091;08/11/2025;942.64;qualidade ;Expedição;Confirmada;devolução parcial
DEV-01801;NF-X9666;2025-01-11;4299.66;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01802;NF-X9758;2026-01-12;293.73;Qualidade;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01803;NF-X9895; 12/03/2026 ;3920.90;Erro de pedido;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01804;NF-X9479;26-08-25;3438.13;Qualidade;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01805;NF-X9302;02/02/2026;2217.04;Erro de pedido;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01806;NF-X9264;06/04/2026;4887.90;Qualidade;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01807;NF-X9985;14/05/2026;216,15;Avaria;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01808;NF-X9507;21/09/2025;4799.76;Qualidade;Não definido;Pendente;NF origem não localizada na base de vendas
DEV-01809;NF-X9093;2026-05-24;7150.92;Avaria;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01810;NF-X9131;19/05/2026;3306,42;Erro de pedido;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01811;NF-X9707;07/02/2026;R$ 290,08;Avaria;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01812;NF-X9786;17/07/2025;5120.32;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01813;NF-X9461;06-06-25;4142.99;Avaria;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01814;NF-X9501;06/04/2026;7460,28;Erro de pedido;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01815;NF-X9940;17/06/2025;1161.98;Avaria;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01816;NF-X9677;07-02-25;R$ 4.356,11;Erro de pedido;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01817;NF-X9400;12/07/2025;1502.21;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01818;NF-X9477;21/02/2026;995.71;Avaria;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01819;NF-X9693;28/02/2026;7156,12;Qualidade;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01820;NF-X9166;07/02/2026;8013.64;Erro de pedido;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01821;NF-X9407;25/11/25;8212.16;Erro de pedido;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01822;NF-X9533;12/02/2026;R$ 2.715,47;Avaria;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01823;NF-X9424;19/08/25;2520.60;Avaria;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01824;NF-X9107;20/08/2025;8965.35;Erro de pedido;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01825;NF-X9361;14/09/25; 4867.23 ;Avaria;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01826;NF-X9162;2025-05-24;5369.47;Qualidade;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01827;NF-X9109;15/10/2025;5205.65;Qualidade;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01828;NF-X9845;18/03/2025;7134.41;Erro de pedido;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01829;NF-X9748;12/02/2025;8448.60;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01830;NF-X9772;15/01/2025;3508.93;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01831;NF-X9329;05/06/2026;7017.44;Erro de pedido;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01832;NF-X9661;02-01-26;R$ 3.451,42;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01833;NF-X9213;26/04/2025;1918.07;Avaria;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01834;NF-X9358;15/11/2025;1567.35;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01835;NF-X9280;14-10-25;7731.13;Erro de pedido;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01836;NF-X9295;22/06/2025; 2044.38 ;Avaria;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01837;NF-X9291;;6687.90;Qualidade;Não definido;Pendente;NF origem não localizada na base de vendas
DEV-01838;NF-X9305;20/02/25;911.26;Erro de pedido;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01839;NF-X9784;2025-03-21;2447.93;Avaria;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01840;NF-X9652; 12/07/2025 ;7393.27;Avaria;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01841;NF-X9454;22/01/25;5323.57;Qualidade;Não definido;Pendente;NF origem não localizada na base de vendas
DEV-01842;NF-X9734;2025-03-28;R$ 3.762,54;Avaria;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01843;NF-X9867;2026-04-26;1817.40;Erro de pedido;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01844;NF-X9574;2025-03-15;4539.42;Avaria;Não definido;Pendente;NF origem não localizada na base de vendas
DEV-01845;NF-X9501;22/03/26;503.23;Qualidade;Logística;Confirmada;NF origem não localizada na base de vendas
DEV-01846;NF-X9589;10-12-25;4,522.16;Avaria;Não definido;Confirmada;NF origem não localizada na base de vendas
DEV-01847;NF-X9089;2025-13-10;5282.64;Avaria;Comercial;Pendente;NF origem não localizada na base de vendas
DEV-01848;NF-X9472;08/12/2025;8270.68;Qualidade;Logística;Pendente;NF origem não localizada na base de vendas
DEV-01849;NF-X9245;12/04/2026;8677.13;Erro de pedido;Comercial;Confirmada;NF origem não localizada na base de vendas
DEV-01850;NF-X9577;10/02/25;5470.08;Qualidade;Não definido;Confirmada;NF origem não localizada na base de vendas
