id_pedido;id_item;data_pedido;data_faturamento;codigo_cliente;cliente;grupo_cliente;vendedor_id;vendedor;codigo_produto;produto;familia_produto;quantidade;valor_unitario;valor_bruto;desconto_percentual;desconto_valor;valor_liquido_nf;status_pedido;numero_nf;estabelecimento;canal_venda;tipo_operacao;fonte_sistema;observacao
PED-2025-06550;ITEM-06550;12-08-25;2025-13-10;C0014;NOVA CASA;Consumidor Final;V008;HENRIQUE MARTINS;P0027;Perfil Porta 6m;Perfis de Alumínio;3;294.47;883.41;13,76;121.54;761.87;Faturado ;NF-106550;02 - Link Glass;E-commerce;Venda;Construshow;verificar comissão
PED-2026-06551;ITEM-06551;09-04-26;21-04-26;C0036; JBR Esquadrias ;Representante;V005;ELAINE COSTA;P0104;Frete Especial 9;Serviços;3;361.25;1083.76;15.05;163.15;920.61;devolvido parcial;NF-106551;D-Glass;WhatsApp;Venda futura;ConstruShow;frete negociado
PED-2026-06552;ITEM-06552;04/02/2026;05/02/2026;C0032; Forte Alumínio ;Arquitetura;V001;ANA SOUZA;P0129;Trilho Modelo 145;Ferragens;13;145.75;1894.79;6.84;R$ 129,55;1765.24;Faturado ;NF-106552;02 - Link Glass;Representante;Venda;Planilha manual;frete negociado
PED-2026-06553;ITEM-06553;01/01/2026;06/01/2026;C0010;Jardim Vidr.;Construtora;V007;Gabi Nunes;P0062;Espelho Prata 5mm;Espelhos;7;R$ 130,55;913.87;8.58;78.37;835.50;Faturado;NF-106553;01 - New Glass;Loja;Venda;Planilha manual;devolução em análise
PED-2025-06554;ITEM-06554;12/08/2025; 20/08/2025 ;C0007;Gran Lux;Franquia;V005;Elaine Costa;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;4;644.98;2579.91;17.25;445,01;2134.90;Faturado ;NF-106554;02 - Link Glass;Loja;Venda;Importação CSV;verificar comissão
PED-2026-06555;ITEM-06555;2026-02-20;26/02/2026;C0019;Solar Alumínio;Arquitetura;V004;D. Rocha;P0026;Lapidação 2;Serviços;0;R$ 179,92;0.00;10,26;0.00;R$ 0,00;faturado;NF-106555;D-Glass;E-commerce;Reposição;ERP;
PED-2025-06556;ITEM-06556;21/01/2025;2025-01-27;C0035;Imperial Obras;Revenda;V001; Ana Souza ;P0062;Espelho Prata 5mm;Sem familia;3;185,76;557,27;17.05; 95.02 ;462.25;DEV TOTAL;NF-106556;01 - New Glass;WhatsApp;Venda;Importação CSV;pedido refeito
PED-2025-06557;ITEM-06557;09/05/2025;;C0036;JBR Esquadrias;Representante;V006;Felipe A.;P0147;Espelho Prata 5mm;Espelhos;2;189.66;379.33;6.21%;23.56;355.77;Faturado;NF-106557;02 - Link Glass;E-commerce;Reposição;Construshow;pedido refeito
PED-2025-06558;ITEM-06558;11/09/2025;13/09/2025;C0031;Estrela Box;Construtora;V004;Diego Rocha;p0140;Espelho Prata 5mm;Espelhos;1;245.14;245.14;8.88;21.77;R$ 223,37;DEV PARCIAL;NF-106558;02 - Link Glass;Representante;Venda;Importação CSV;pedido refeito
PED-2025-06559;ITEM-06559;01/04/2025;;C0018; Rossi Engenharia ;Consumidor Final;V007;Gabi Nunes;P0109;Espelho Prata 3mm;Espelhos;1,0;201.08;201.08;6.39;12,85;188.23;Pedido em Aberto;;01 - New Glass;WhatsApp;Venda;ConstruShow;frete negociado
PED-2026-06560;ITEM-06560;2026-06-11;14/06/2026;C0025;Ypê Constr.;Consumidor Final;V006;F. Alves;P0023;Vidro Laminado Incolor 8mm;Vidro Laminado;1,0; 396.28 ;396.28;97.88;387.89;8.39;Bonificação;NF-106560;1-NewGlass;Loja;Bonificação;Planilha manual;cliente pediu urgência
PED-2025-06561;ITEM-06561;2025-01-26;28/01/2025;C0019;Solar Alumínio;Arquitetura;V003;C. Mendes;P0153;Suporte Modelo 334;Ferragens;2;51.08;102.17;94,57;96.62;5,55;BONIFICACAO;NF-106561;02 - Link Glass;Venda Interna;Bonificação;Planilha manual;
PED-2025-06562;ITEM-06562;2025-08-29;03/09/2025;C0018; Rossi Engenharia ;Consumidor Final;V006;Felipe A.;P0135;Parafuso 11;Acessórios;2;60.25;120.51;9.97%;12,02;108.49;DEV PARCIAL;NF-106562;03 - DGlass;E-commerce;Venda;Importação CSV;
PED-2026-06563;ITEM-06563;15/03/26;2026-03-16;C0033;Gama Projetos;Consumidor Final;V004;Diego R.;P0042;Perfil Porta 2m;Perfis de Alumínio;3;107.18; 321.54 ;;30,32; 291.22 ;faturado;NF-106563;01 - New Glass;WhatsApp;Venda;Planilha manual;devolução em análise
PED-2025-06564;ITEM-06564;21/01/2025;21/01/2025;C0038;MASTER GLASS;Revenda;V004;Diego Rocha;P0103;Vidro Laminado Incolor 10mm;Vidro Laminado;2;519.56;1039.12;7.39%;76.80;962.32;Faturado;NF-106564;D-Glass;E-commerce;Venda;Planilha manual;cliente pediu urgência
PED-2025-06565;ITEM-06565;04/11/2025;08/11/2025;C0034;Horizonte Vidr.;Arquitetura;V008;Henrique Martins;P0101;Perfil Box 3m;Perfis de Alumínio;1;279.89;279.89;7.71;21.58;258.31;faturado;NF-106565;03-DGlass;Representante;Venda futura;ERP;verificar comissão
PED-2026-06566;ITEM-06566;15/05/2026;24/05/2026;C0035;Imperial Obras;Revenda;V004;Diego R.;P0018;Dobradiça Modelo 952;Ferragens;6;75.38;452,27;14.57;65.89;386.38;Cancelado;NF-106566;02 - Link Glass;Venda Interna;Venda;Planilha manual;frete negociado
PED-2025-06567;ITEM-06567;13/07/2025;16/07/2025;C0037; Link Construções ;Arquitetura;V004;D. Rocha;P0086;Espelho Bronze 4mm;Espelhos;1;99.67; 99.67 ;5.77;R$ 5,75;R$ 0,00;Cancel.;NF-106567;D-Glass;WhatsApp;Reposição;ERP;devolução em análise
PED-2026-06568;ITEM-06568;27-03-26;2026-04-04;C0025;Ypê Construções;Consumidor Final;V006;F. Alves;P0037;Espelho Lapidado 3mm;Espelhos;3;276.61;829.83;;48,26;781.57;FATURADO;NF-106568;03-DGlass;WhatsApp;Venda futura;Construshow;verificar comissão
PED-2025-06569;ITEM-06569;29/08/2025;09-09-25;C0008; Habitat Design ;Consumidor Final;V006;Felipe Alves;P0006;Box Reto 190cm;Box Banheiro;1;941.80;941.80;95.30%; 897.51 ;44.29;BONIFICACAO;NF-106569;1-NewGlass;WhatsApp;Bonificação;ERP;cliente pediu urgência
PED-2026-06570;ITEM-06570;04/02/26;12/02/2026;C0039;Nobre Engenharia;Revenda;V001; Ana Souza ;P0122;Box Articulado 200cm;Box Banheiro;1;970,56;970.56;14.76;143.30; 827.26 ;devolvido total;NF-106570;01 - New Glass;E-commerce;Venda;Importação CSV;devolução em análise
PED-2025-06571;ITEM-06571;01-12-25;06/12/2025;C0014;Nova Casa;Consumidor Final;V007;GABRIELA NUNES;P0132;Lapidação 1;Serviços;2;501.76;1003.52;11.29;113.32;890.20;Devolvido Total;NF-106571;1-NewGlass;Loja;Venda;Construshow;devolução em análise
PED-2026-06572;ITEM-06572;08/01/2026;20/01/2026;C0024;Xavier Arquitetura Ltda;Construtora;V004;D. Rocha;P0105;Box Reto 190cm;Box Banheiro;1,0;721.80;721.80;7.82;56.45;665.35;Dev. Total;NF-106572;1-NewGlass;Loja;Venda futura;Planilha manual;frete negociado
PED-2026-06573;ITEM-06573;2026-05-29; 10/06/2026 ;C0004;DELTA OBRAS;Franquia;V003;Carla Mendes;P0007;Medição Técnica 7;Serviços;3,0; 388.51 ;1165.54;16.74;195.16;0.00;Cancel.;NF-106573;03 - DGlass;Loja;Reposição;Importação CSV;verificar comissão
PED-2026-06574;ITEM-06574;24/03/2026;30/03/2026;C0002;Beta Constr.;Consumidor Final;V008;H. Martins;P0025;Vidro Temperado Incolor 6mm;Vidro Temperado;1;308.19; 308.19 ;14.92%;45.98;0.00;Cancelado;NF-106574;02 - Link Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2025-06575;ITEM-06575;16/05/2025;23/05/2025;C0020;Top Vidros Ltda;Consumidor Final;V005;ELAINE COSTA;P0006;Box Reto 190cm;Box Banheiro;2,0;1601.44;3202.88;;284.97;R$ 2.917,91;DEV TOTAL;NF-106575;1-NewGlass;Loja;Venda;Construshow;pedido refeito
PED-2025-06576;ITEM-06576;16/10/2025;19/10/2025;C0002; Beta Construções ;Consumidor Final;V001;A. Souza;P0043;Parafuso 2;Acessórios;5; 26.07 ;130.34;;18.80;111.54;FATURADO;NF-106576;1-NewGlass;Representante;Venda;Planilha manual;devolução em análise
PED-2025-06577;ITEM-06577;26/04/2025;01/05/2025;C0005;ESPAÇO GLASS;Revenda;V005;E. Costa;P0069;Vidro Laminado Verde 6mm;Vidro Laminado;2;689.41;1378.82;10.90;150,25;1228,57;Faturado;NF-106577;02 - Link Glass;Loja;Reposição;Planilha manual;
PED-2025-06578;ITEM-06578;08/09/2025;14/09/2025;C0011;Kappa Decor;Consumidor Final;V002;Bruno L.;P0012;Box Articulado 200cm;Box Banheiro;1,0;1006,38;R$ 1.006,38;95.89;965.04;41.34;Bonificacao;NF-106578;02 - Link Glass;WhatsApp;Bonificação;Construshow;verificar comissão
PED-2025-06579;ITEM-06579;08/09/25;14/09/25;C0025;Ypê Constr.;Consumidor Final;V003;Carla Mendes;P0120;Suporte Modelo 676;Ferragens;1,0;133.51;133,51;10.58;14.12;119,39;Faturado;NF-106579;02 - Link Glass;E-commerce;Venda;Importação CSV;cliente pediu urgência
PED-2025-06580;ITEM-06580;24/09/2025;2025-10-04;C0031; Estrela Box ;Construtora;V001;A. Souza;P0076;Perfil Box 3m;Perfis de Alumínio;8;71.41;571.27;15.86;R$ 90,63;480.64;Faturado ;NF-106580;D-Glass;WhatsApp;Reposição;Importação CSV;verificar comissão
PED-2025-06581;ITEM-06581;16/02/2025;22/02/2025;C0020;Top Vidr.;Consumidor Final;;Ana Souza;P0158;Frete Especial 1;Serviços;1;649.29; 649.29 ;10.30;66.88;582.41;DEV PARCIAL;NF-106581;03-DGlass;Loja;Venda;ConstruShow;frete negociado
PED-2025-06582;ITEM-06582;03/03/2025;;C0018;Rossi Engenharia;Consumidor Final;V003;Carla Mendes;P0008;Vidro Temperado Incolor 12mm;Vidro Temperado;2;415.50; 830.99 ;14.54;120.85;710.14;ABERTO;;03-DGlass;Representante;Venda;ConstruShow;verificar comissão
PED-2026-06583;ITEM-06583;30/01/2026;01/02/2026;C0036;JBR Esquadrias;Representante;V005;E. Costa;P0092;Perfil U 6m;Perfis de Alumínio;6;237.04;1422.22;92.21;1311.38;110,84;Bonificação;NF-106583;03-DGlass;Loja;Bonificação;Construshow;devolução em análise
PED-2026-06584;ITEM-06584;03/04/26;11/04/2026;C0035;Imperial Obras;Revenda;V003;Carla Mendes;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;3;364.71;1094.13;12,39;135.58;958.55;Faturado;NF-106584;03 - DGlass;Venda Interna;Reposição;ConstruShow;cliente pediu urgência
PED-2026-06585;ITEM-06585;2026-06-11; 14/06/2026 ;C0022;Viva Lar;Representante;V002;Bruno Lima;P0110;Espelho Bisotê 6mm;Espelhos;1,0;235.19;235.19;12.56;29.54;205.65;FATURADO;NF-106585;03 - DGlass;Key Account;Venda;ConstruShow;frete negociado
PED-2025-06586;ITEM-06586;13-07-25;17/07/2025;C0033;Gama Projetos;Consumidor Final;V001;A. Souza;P0146;Perfil H 4m;Perfis de Alumínio;6;176.80;1060.80;13.33;141,37;919.43;Faturado;NF-106586;1-NewGlass;Venda Interna;Venda;ConstruShow;cliente pediu urgência
PED-2025-06587;ITEM-06587;25/01/2025;28/01/25;C0018;Rossi Engenharia;Consumidor Final;V006;FELIPE ALVES;P0089;Box Articulado 200cm;Box Banheiro;1;R$ 719,37;R$ 719,37;8,26;59.43;659.94;faturado;NF-106587;03-DGlass;Key Account;Venda;Importação CSV;devolução em análise
PED-2025-06588;ITEM-06588;19/10/2025;22/10/2025;C0007; Gran Lux ;Franquia;V002;Bruno L.;P0093;Medição Técnica 4;Serviços;4;704.42;2817.67;6.82;192.09;2625.58;Faturado ;NF-106588;03 - DGlass;WhatsApp;Venda futura;Planilha manual;pedido refeito
PED-2025-06589;ITEM-06589;18/05/2025;28/05/2025;C0009;Ideal Box Ltda;Representante;V004;Diego R.;P0095;Perfil U 6m;Perfis de Alumínio;1;138.23;138.23;9.54; 13.18 ;125.05;Faturado;NF-106589;03-DGlass;E-commerce;Venda;ConstruShow;cliente pediu urgência
PED-2026-06590;ITEM-06590; 20/06/2026 ;;C0012; Litoral Esquadrias ;Revenda;V007;Gabriela Nunes;P0116;Instalação 3;Serviços;4;293,32;1173.28;13.67;160,35;1012.93;ABERTO;;1-NewGlass;Loja;Venda;Planilha manual;cliente pediu urgência
PED-2025-06591;ITEM-06591;03/04/2025;03/04/25;C0026;Zeta Interiores;arquitetura;V002;Bruno L.;P0083;Box Frontal 180cm;Box Banheiro; 2 ;569,51;1139.01;6.61;75.25;1063.76;DEV PARCIAL;NF-106591;03 - DGlass;Loja;Venda;ERP;cliente pediu urgência
PED-2026-06592;ITEM-06592;2026-04-01;;C0026;Zeta Interiores;Arquitetura;V008;H. Martins;P0065;Vidro Temperado Fumê 8mm;Vidro Temperado;1;434.94;434.94;5.04;21.94;413.00;ABERTO;;01 - New Glass;Loja;Venda;ERP;cliente pediu urgência
PED-2025-06593;ITEM-06593;29/01/2025;05/02/2025;C0028;Barigui Obras;Construtora;V001;ANA SOUZA;P0156;Box Canto 180cm;Box Banheiro; 6 ;1,471.98;8831.86;13.28;1172.53;7659.33;devolvido parcial;NF-106593;01 - New Glass;Key Account;Reposição;ConstruShow;
PED-2025-06594;ITEM-06594;03/04/2025; 09/04/2025 ;C0010;Jardim Vidr.;Construtora;V002;BRUNO LIMA;P0154;Instalação 4;Serviços;7;233.32;1633.21;2.76;45.13;1588.08;Faturado ;NF-106594;02 - Link Glass;Venda Interna;Venda futura;Construshow;devolução em análise
PED-2025-06595;ITEM-06595;2025-02-19;26/02/2025;C0017; Quality Box ;Construtora;V007;Gabriela Nunes;P0080;Medição Técnica 5;Serviços;1;412.39;412.39;8.69;35,82;376.57;FATURADO;NF-106595;1-NewGlass;WhatsApp;Venda;Importação CSV;verificar comissão
PED-2026-06596;ITEM-06596;29/04/2026;02-05-26;C0016;Prime Glass;Consumidor Final;V008;HENRIQUE MARTINS;P0122;Box Articulado 200cm;Box Banheiro;4;717.28; 2869.11 ;12.25%;351.39;2517.72;Em aberto;NF-106596;02 - Link Glass;Venda Interna;Reposição;Planilha manual;verificar comissão
PED-2026-06597;ITEM-06597;05/04/2026;16/04/2026;C0006;FÊNIX ENGENHARIA;Representante;V004;Diego Rocha;P0088;Medição Técnica 5;Serviços;2;507.90;1015.79;2.34%;23.77; 992.02 ;FATURADO;NF-106597;03-DGlass;Representante;Venda futura;Importação CSV;pedido refeito
PED-2025-06598;ITEM-06598;10/03/2025;2025-03-22;C0022; Viva Lar ;Representante;V001;ANA SOUZA;P0092;Perfil U 6m;Perfis de Alumínio;4;250.53;1002.14;9.80;R$ 98,23;R$ 903,91;faturado;NF-106598;01 - New Glass;Venda Interna;Reposição;ConstruShow;cliente pediu urgência
PED-2026-06599;ITEM-06599;07-03-26;2026-03-07;C0025;YPÊ CONSTRUÇÕES;Consumidor Final;V006;Felipe A.;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;1;218.64;R$ 218,64;2.18;4.76;213.88;Faturado;NF-106599;1-NewGlass;Key Account;Venda futura;Construshow;cliente pediu urgência
PED-2025-06600;ITEM-06600;18/06/2025;;C0034;Horizonte Vidr.;Arquitetura;V001;Ana Souza;P0065;Vidro Temperado Fumê 8mm;Vidro Temperado;1;590.77;590.77;;62.90;527.87;Faturado;NF-106600;02 - Link Glass;Loja;Venda futura;Construshow;
PED-2025-06601;ITEM-06601;19/08/25;26/08/2025;C0030;DGlass Parceiros;Franquia;V001; Ana Souza ;P0155;Dobradiça Modelo 363;Ferragens;1;270.10;270.10;10.81%;29.21;240.89;Devolvido Parcial;NF-106601;02 - Link Glass;Representante;Venda;ERP;cliente pediu urgência
PED-2025-06602;ITEM-06602;2025-12-04;07/12/2025;C0001;Alfa Vidros;Revenda;V007;GABRIELA NUNES;P0033;Box Articulado 190cm;Box Banheiro;2;1046.83;2093.67;11.96%;250,48;1843.19;FATURADO;NF-106602;02 - Link Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2025-06603;ITEM-06603;04/02/2025;;C0025;Ypê Construcões;Consumidor Final;V002;Bruno L.;P0098;Perfil Porta 4m;Perfis de Alumínio;5;257.93;1289.64;6.28;80.99;1208.65;faturado;NF-106603;1-NewGlass;WhatsApp;Venda;Importação CSV;frete negociado
PED-2025-06604;ITEM-06604;08/04/2025;12/04/2025;C0022; Viva Lar ;Representante;V008;Henrique Martins;P0084;Vidro Laminado Verde 8mm;Vidro Laminado;3;390,21;1170.62;8,98; 105.08 ;1065.54;FATURADO;NF-106604;1-NewGlass;Key Account;Venda;ConstruShow;devolução em análise
PED-2025-06605;ITEM-06605;2025-12-01;01-12-25;C0035; Imperial Obras ;Revenda;V001;Ana Souza;P0114;Vidro Laminado Verde 6mm;Vidro Laminado;1;583.87;583.87;15,16;88,51; 495.36 ;Faturado;NF-106605;02 - Link Glass;WhatsApp;Reposição;Planilha manual;
PED-2025-06606;ITEM-06606;05/12/2025;12/12/2025;C0017;Quality Box;Construtora;V001; Ana Souza ;P0079;Kit Instalação 13;Acessórios;2;76.94;153.88;17.21;26.49; 127.39 ;Cancel.;NF-106606;1-NewGlass;WhatsApp;Venda futura;Planilha manual;devolução em análise
PED-2025-06607;ITEM-06607;16/08/2025;18-08-25;C0028;Barigui Obras;Construtora;V002;Bruno L.;P0078;Vidro Temperado Fumê 12mm;Vidro Temperado;1;211.07;211.07;11.22;23.68;187,39;Faturado;NF-106607;01 - New Glass;Representante;Venda futura;Planilha manual;
PED-2025-06608;ITEM-06608;2025-10-25;06/11/2025;C0005;Espaco Glass;Revenda;V007;GABRIELA NUNES;P0093;Medição Técnica 4;Serviços; 6 ; 702.28 ;4213.70;12.40;522.66;3691.04;Dev. Parcial;NF-106608;1-NewGlass;Key Account;Venda;ERP;verificar comissão
PED-2026-06609;ITEM-06609;2026-03-13;24/03/2026;C0019;Solar Alumínio Ltda;Arquitetura;V008;Henrique M.;P0086;Espelho Bronze 4mm;Espelhos;3;129.71;389.12;11.64;45.30;343.82;Devolvido Parcial;NF-106609;D-Glass;WhatsApp;Venda;ConstruShow;frete negociado
PED-2025-06610;ITEM-06610;2025-10-18;18/10/2025;C0019;SOLAR ALUMÍNIO;Arquitetura;V002;B. Lima;P0030;VIDRO LAMINADO INCOLOR 10MM;Vidro Laminado;1,0; 447.20 ;447.20;;39.72;407.48;Em aberto;NF-106610;03 - DGlass;Representante;Venda futura;Planilha manual;
PED-2026-06611;ITEM-06611;10/05/2026; 11/05/2026 ;C0023;Wall Glass;Consumidor Final;V002;Bruno L.;P0158;Frete Especial 1;Serviços;3;529,96;1,589.89;4.30; 68.42 ;1521.47;faturado;NF-106611;01 - New Glass;WhatsApp;Venda;ERP;devolução em análise
PED-2025-06612;ITEM-06612;12/09/2025;14/09/2025;C0014;Nova Casa;Consumidor Final;V006;Felipe A.;P0127;Box Reto 180cm;Box Banheiro;1,0;454.81;454.81;1.27;5.76;449.05;faturado;NF-106612;02 - Link Glass;Venda Interna;Venda;ERP;pedido refeito
PED-2025-06613;ITEM-06613;03/09/2025;09/09/2025;C0023; Wall Glass ;Consumidor Final;V002;BRUNO LIMA;P0098 ;Perfil Porta 4m;Perfis de Alumínio;2;219.68;439.37;8.38;36.82;402.55;faturado;NF-106613;03 - DGlass;Representante;Venda;ERP;verificar comissão
PED-2025-06614;ITEM-06614; 07/04/2025 ;07/04/2025;C0008;HABITAT DESIGN;Consumidor Final;V005;ELAINE COSTA;P0050;Medição Técnica 8;Serviços;1,0;638.62;638.62;90.20;576.02;62.60;Bonificação;NF-106614;03 - DGlass;Venda Interna;Bonificação;ConstruShow;devolução em análise
PED-2026-06615;ITEM-06615;12/05/2026;14/05/26;C0016;Prime Glass;Consumidor Final;V004;DIEGO ROCHA;P0117;Roldana Modelo 923;Ferragens;3;38.62;115.86;7.48;8.66; 107.20 ;Devolvido Total;NF-106615;D-Glass;E-commerce;Venda;ConstruShow;pedido refeito
PED-2026-06616;ITEM-06616;04/02/2026;13/02/2026;C0007; Gran Lux ;Franquia;V002;Bruno L.;P0034;Espelho Bronze 6mm;Espelhos;1;371.88;371.88;97.79;363.65;8.23;BONIFICACAO;NF-106616;03-DGlass;Representante;Bonificação;Construshow;cliente pediu urgência
PED-2025-06617;ITEM-06617;31/05/2025;09/06/2025;C0038;Master Glass;Revenda;V005;ELAINE COSTA;P0148;Vedação 18;Acessórios;2;88.88;177,77;13,58;24.14;153.63;FATURADO;NF-106617;01 - New Glass;Representante;Venda futura;Importação CSV;devolução em análise
PED-2025-06618;ITEM-06618;20/04/2025;30/04/2025;C0007;GRAN LUX;Franquia;V001;Ana S.;P0120;Suporte Modelo 676;Ferragens;6;163.43; 980.57 ;11,80; 115.72 ;864.85;Devolvido Parcial;NF-106618;D-Glass;Venda Interna;Venda;ConstruShow;pedido refeito
PED-2025-06619;ITEM-06619;11-12-25;17/12/2025;C0019;Solar Alumínio;Arquitetura;V008;Henrique M.;P0088;Medição Técnica 5;Serviços;14;R$ 537,91;7530.70;10.49;R$ 790,18;6740.52;faturado;NF-106619;D-Glass;Venda Interna;Reposição;Construshow;devolução em análise
PED-2026-06620;ITEM-06620;2026-05-29;30/05/2026;C0022;VIVA LAR;Representante;V008;H. Martins;P0094;Vidro Laminado Verde 10mm;Vidro Laminado;1;664.72;664,72;7.93;52.68;612.04;Faturado;NF-106620;1-NewGlass;WhatsApp;Reposição;Planilha manual;pedido refeito
PED-2025-06621;ITEM-06621; 23/03/2025 ;26/03/2025;C0036;JBR Esquadrias;Representante;V007;GABRIELA NUNES;P0113;Perfil Box 6m;Perfis de Alumínio;21;194.83;4091.45;15.73;643.58;3,447.87;FATURADO;NF-106621;03-DGlass;Loja;Venda futura;ConstruShow;pedido refeito
PED-2025-06622;ITEM-06622;02/05/2025;04/05/2025;C0030;DGlass Parceiros Ltda;Franquia;V001;A. Souza;P0109;Espelho Prata 3mm;Espelhos;5;252.29;1261.43;12.03;151.72;1109.71;FATURADO;NF-106622;D-Glass;Representante;Venda;Importação CSV;frete negociado
PED-2025-06623;ITEM-06623;13/03/2025;13/03/2025;C0035;Imperial Obras Ltda;Revenda;V001;Ana Souza;P0017;Suporte Modelo 873;Ferragens;2,0;294,84;589,68;12.63;74.45;515.23;FATURADO;NF-106623;03 - DGlass;E-commerce;Venda futura;Importação CSV;verificar comissão
PED-2025-06624;ITEM-06624;24/05/25;2025-05-31;C0035;IMPERIAL OBRAS;Revenda;V003;C. Mendes;P0061;Vidro Laminado Incolor 6mm;Vidro Laminado;3;383.09;1149.28;98.54;1132.48;16.80;Bonificacao;NF-106624;1-NewGlass;Representante;Bonificação;Planilha manual;frete negociado
PED-2025-06625;ITEM-06625;22/09/2025;22/09/2025;C0036;JBR Esquadrias;Representante;V002;Bruno Lima;P0055;Vidro Laminado Incolor 10mm;Vidro Laminado;1;387.21;387.21;97.29;376.71;10.50;Bonificação;NF-106625;01 - New Glass;Venda Interna;Bonificação;ConstruShow;devolução em análise
PED-2026-06626;ITEM-06626;2026-05-31;02/06/2026;C0019;Solar Alumínio;Arquitetura;V005;Elaine Costa;P0098;Perfil Porta 4m;Perfis de Alumínio;1;281.08;R$ 281,08;11.12;31.27;R$ 249,81;FATURADO;NF-106626;02 - Link Glass;Key Account;Reposição;Importação CSV;frete negociado
PED-2025-06627;ITEM-06627;26/12/2025;2026-01-04;C0001;Alfa Vidros Ltda;Revenda;V005;Elaine C.;P0149;Espelho Bronze 5mm;Espelhos;3;231.36;694,07;14.65;101.67;592.40;FATURADO;NF-106627;01 - New Glass;Venda Interna;Reposição;Importação CSV;devolução em análise
PED-2025-06628;ITEM-06628;05/09/2025;07/09/2025;C0037;Link Construções;Arquitetura;V002;Bruno Lima;P0128;Vidro Temperado Fumê 6mm;Vidro Temperado; 1 ;520.23;520.23;9.87;51.34; 468.89 ;FATURADO;NF-106628;D-Glass;Venda Interna;Venda;ConstruShow;devolução em análise
PED-2025-06629;ITEM-06629;26/11/2025;;C0037;Link Construções;Arquitetura;V001;A. Souza;P0151;Vidro Laminado Acústico 10mm;Vidro Laminado;1;723.98;723.98;13.80;99.92;624,06;ABERTO;;D-Glass;Representante;Venda;ConstruShow;verificar comissão
PED-2026-06630;ITEM-06630;19/03/2026;25-03-26;C0007;Gran Lux Ltda;Franquia;V005;E. Costa;P0149;Espelho Bronze 5mm;Sem familia;1;R$ 229,13;229.13;9,72;22,26;206.87;Devolvido Parcial;NF-106630;1-NewGlass;Key Account;Venda;ConstruShow;cliente pediu urgência
PED-2025-06631;ITEM-06631;28/02/2025; 10/03/2025 ;C0016;PRIME GLASS;Consumidor Final;V004;DIEGO ROCHA;P0139;Dobradiça Modelo 773;Ferragens;1;197.59;197.59;8.97;17.72;179.87;Dev. Parcial;NF-106631;03-DGlass;E-commerce;Venda futura;Construshow;verificar comissão
PED-2025-06632;ITEM-06632;24/08/2025;29/08/25;C0002; Beta Construções ;Consumidor Final;V006;Felipe A.;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado;4;270,95;1083.79;98.09;1063.06;20.73;Bonificacao;NF-106632;1-NewGlass;E-commerce;Bonificação;Planilha manual;
PED-2025-06633;ITEM-06633;06/02/2025;2025-02-10;C0006;Fênix Engenharia Ltda;Representante;V002;Bruno Lima;P0014;Vidro Laminado Incolor 8mm;Vidro Laminado;1; 670.71 ;670.71;91.82;615.82;54.89;Bonificacao;NF-106633;03 - DGlass;E-commerce;Bonificação;ERP;devolução em análise
PED-2025-06634;ITEM-06634;10/07/2025;19/07/25;C0003;Casa Sul Esquadrias;Construtora;V008;H. Martins;P0148;Vedação 18;Acessórios;5;67.64;338.19;13.57;45.91;292.28;Faturado ;NF-106634;02 - Link Glass;Venda Interna;Reposição;Construshow;
PED-2026-06635;ITEM-06635;16-05-26;24/05/2026;C0021; União Obras ;Construtora;V001;ANA SOUZA;P0111;Vidro Laminado Acústico 10mm;Vidro Laminado;2;395.96;791.92;13.58;107.53; 684.39 ;Faturado ;NF-106635;D-Glass;Key Account;Venda;ERP;frete negociado
PED-2026-06636;ITEM-06636;27/01/2026;06-02-26;C0003;Casa Sul Esquadrias;Construtora;V005;Elaine Costa;P0106;Vidro Temperado Incolor 6mm;Vidro Temperado;1;R$ 606,14;606.14;9.03;54.72;551.42;Faturado ;NF-106636;01 - New Glass;Loja;Venda futura;Construshow;
